track_id,track_title,era_clean,era_rank,release_date_clean,year,track_type,n_verses,n_lines,sent_mean_compound,sent_median_compound,sent_std_compound,sent_min_compound,sent_max_compound,sent_pct_positive,sent_pct_negative,sent_pct_neutral,sent_mean_pos,sent_mean_neg,word_count,unique_words,ttr,mtld,avg_word_len,avg_syllables,flesch_kincaid_grade,pct_one_syl,pct_three_plus_syl,parser_note
punch_drunk_love_808s_heartbreak,Punch Drunk Love,808s & Heartbreak,4,2008-07-01,2008,Feature,4,42,0.0359,0.0,0.221,-0.34,0.5719,0.167,0.19,0.643,0.1536,0.0709,201,28,0.1393,16.9,3.52,1.219,0.66,0.841,0.06,
see_you_in_my_nightmares_808s_heartbreak,See You in My Nightmares,808s & Heartbreak,4,2008-07-01,2008,Solo,7,46,0.0248,0.0,0.2498,-0.4767,0.5927,0.261,0.174,0.565,0.142,0.0531,278,91,0.3273,17.49,3.72,1.162,0.48,0.906,0.025,
welcome_to_heartbreak_808s_heartbreak,Welcome to Heartbreak,808s & Heartbreak,4,2008-07-01,2008,Solo,8,59,0.0642,0.0,0.2392,-0.5423,0.6369,0.271,0.119,0.61,0.1187,0.0483,356,97,0.2725,11.12,3.59,1.143,0.25,0.862,0.006,
lollipop_remix_808s_heartbreak,Lollipop (Remix),808s & Heartbreak,4,2008-08-26,2008,Feature,1,20,0.1505,0.0,0.3769,-0.5994,0.854,0.4,0.2,0.4,0.1437,0.0406,194,119,0.6134,46.02,3.7,1.16,1.88,0.876,0.026,
put_on_808s_heartbreak,Put On,808s & Heartbreak,4,2008-09-02,2008,Feature,3,30,0.0117,0.0,0.2674,-0.431,0.7026,0.2,0.2,0.6,0.0964,0.0757,259,100,0.3861,24.72,3.65,1.201,1.95,0.853,0.046,
swagga_like_us_808s_heartbreak,Swagga Like Us,808s & Heartbreak,4,2008-09-09,2008,Feature,1,16,-0.0284,0.0,0.2635,-0.668,0.6124,0.125,0.125,0.75,0.0254,0.0356,119,84,0.7059,89.25,4.03,1.311,2.78,0.748,0.059,
coldest_winter_808s_heartbreak,Coldest Winter,808s & Heartbreak,4,2008-11-24,2008,Solo,8,26,0.1311,0.0,0.4187,-0.4404,0.8126,0.269,0.192,0.538,0.1471,0.0615,214,78,0.3645,21.77,4.32,1.435,4.55,0.692,0.084,
heartless_808s_heartbreak,Heartless,808s & Heartbreak,4,2008-11-24,2008,,9,62,-0.1593,0.0,0.3285,-0.7518,0.6486,0.048,0.29,0.661,0.018,0.1263,462,152,0.329,31.77,3.65,1.16,1.01,0.864,0.024,
love_lockdown_808s_heartbreak,Love Lockdown,808s & Heartbreak,4,2008-11-24,2008,,7,52,0.019,0.0,0.5142,-0.6597,0.8646,0.346,0.442,0.212,0.1628,0.1982,396,123,0.3106,19.45,3.84,1.212,1.68,0.808,0.015,
pinocchio_story_808s_heartbreak,Pinocchio Story,808s & Heartbreak,4,2008-11-24,2008,Solo,7,70,0.0861,0.0,0.3623,-0.9524,0.7783,0.371,0.243,0.386,0.1504,0.0653,587,198,0.3373,32.24,3.87,1.242,2.33,0.836,0.053,
robocop_808s_heartbreak,RoboCop,808s & Heartbreak,4,2008-11-24,2008,Solo,10,71,0.0496,0.0,0.3066,-0.8481,0.7096,0.394,0.225,0.38,0.1821,0.0961,467,159,0.3405,25.18,3.79,1.274,2.01,0.799,0.043,
say_you_will_808s_heartbreak,Say You Will,808s & Heartbreak,4,2008-11-24,2008,Solo,10,26,0.083,0.0,0.2705,-0.5719,0.6983,0.269,0.115,0.615,0.0906,0.0272,219,104,0.4749,17.04,3.93,1.183,1.65,0.895,0.041,
street_lights_808s_heartbreak,Street Lights,808s & Heartbreak,4,2008-11-24,2008,Solo,7,38,0.0302,0.0,0.1875,-0.4549,0.3612,0.184,0.132,0.684,0.0484,0.0375,296,76,0.2568,31.85,4.09,1.294,2.72,0.831,0.054,
american_boy_post_808s_feature_run,American Boy,Post-808s feature run,5,2008-03-21,2008,Feature/Single,2,52,0.1177,0.0,0.279,-0.7076,0.6369,0.365,0.077,0.558,0.2149,0.0302,247,148,0.5992,72.94,3.95,1.247,0.98,0.81,0.036,
knock_you_down_post_808s_feature_run,Knock You Down,Post-808s feature run,5,2009-03-10,2009,Feature,1,20,-0.0054,0.0,0.3763,-0.7003,0.7184,0.2,0.25,0.55,0.0746,0.1013,173,113,0.6532,90.79,3.98,1.243,2.45,0.78,0.023,
mama_s_boyfriend_post_808s_feature_run,Mama's Boyfriend,Post-808s feature run,5,2009-06-15,2009,,7,66,-0.0575,0.0,0.2485,-0.6964,0.743,0.136,0.333,0.53,0.0747,0.1203,549,244,0.4444,42.06,3.97,1.275,2.7,0.756,0.027,
alright_post_808s_feature_run,Alright,Post-808s feature run,5,2009-07-01,2009,Feature,1,18,-0.1193,0.0,0.4035,-0.8934,0.7906,0.167,0.389,0.444,0.065,0.1741,173,114,0.659,95.72,3.88,1.272,3.16,0.786,0.046,
anyone_but_him_post_808s_feature_run,Anyone But Him,Post-808s feature run,5,2009-07-01,2009,Feature,3,33,0.0648,0.0,0.2163,-0.4019,0.5267,0.273,0.121,0.606,0.1123,0.037,207,87,0.4203,21.06,3.6,1.164,0.59,0.86,0.014,
ayyy_girl_post_808s_feature_run,Ayyy Girl,Post-808s feature run,5,2009-07-01,2009,Feature,1,16,0.1552,0.1398,0.3272,-0.7763,0.5801,0.562,0.062,0.375,0.1609,0.0447,137,93,0.6788,58.18,3.84,1.19,1.79,0.854,0.036,
digital_girl_remix_post_808s_feature_run,Digital Girl (Remix),Post-808s feature run,5,2009-07-01,2009,Feature,2,26,0.0613,0.0,0.2343,-0.4023,0.4588,0.269,0.154,0.577,0.0893,0.0501,210,149,0.7095,160.75,3.96,1.295,2.84,0.748,0.033,
ego_remix_post_808s_feature_run,Ego (Remix),Post-808s feature run,5,2009-07-01,2009,Feature,1,24,0.1372,0.0,0.3748,-0.8402,0.7717,0.417,0.125,0.458,0.1373,0.0511,241,133,0.5519,42.74,3.62,1.286,3.5,0.801,0.062,
gifted_post_808s_feature_run,Gifted,Post-808s feature run,5,2009-07-01,2009,Feature,2,31,0.0112,0.0,0.316,-0.7351,0.5616,0.194,0.161,0.645,0.1039,0.0656,206,131,0.6359,64.95,3.92,1.243,1.67,0.801,0.024,
hate_post_808s_feature_run,Hate,Post-808s feature run,5,2009-07-01,2009,Feature,3,17,0.0377,0.0,0.4444,-0.7478,0.8483,0.353,0.235,0.412,0.1836,0.1625,102,77,0.7549,41.9,3.87,1.196,0.86,0.824,0.01,
maybach_music_2_post_808s_feature_run,Maybach Music 2,Post-808s feature run,5,2009-07-01,2009,Feature,2,18,0.0934,0.0,0.2618,-0.5859,0.6124,0.389,0.111,0.5,0.1243,0.0363,140,104,0.7429,152.44,4.07,1.257,2.28,0.786,0.036,
sailing_not_selling_post_808s_feature_run,Sailing NOT Selling,Post-808s feature run,5,2009-07-01,2009,Feature,1,22,-0.1182,-0.064,0.4471,-0.8402,0.7351,0.227,0.5,0.273,0.0893,0.1672,210,135,0.6429,82.15,3.8,1.295,3.42,0.781,0.057,
the_big_screen_post_808s_feature_run,The Big Screen,Post-808s feature run,5,2009-07-01,2009,Feature,7,65,0.0066,0.0,0.209,-0.4767,0.6369,0.123,0.123,0.754,0.0418,0.0474,310,126,0.4065,30.14,4.16,1.265,1.19,0.826,0.077,
whatever_u_want_post_808s_feature_run,Whatever U Want,Post-808s feature run,5,2009-07-01,2009,Feature,5,30,0.1081,0.0772,0.2026,-0.25,0.6369,0.533,0.1,0.367,0.2369,0.0331,205,105,0.5122,25.84,4.16,1.317,2.62,0.8,0.098,
run_this_town_post_808s_feature_run,Run This Town,Post-808s feature run,5,2009-07-24,2009,Feature,1,24,-0.0305,0.0,0.3111,-0.6705,0.7411,0.208,0.25,0.542,0.0618,0.0805,209,136,0.6507,107.77,3.91,1.215,2.15,0.833,0.019,
forever_post_808s_feature_run,Forever,Post-808s feature run,5,2009-09-15,2009,Feature,1,22,-0.096,0.0,0.3941,-0.8442,0.6808,0.318,0.364,0.318,0.0985,0.1448,204,137,0.6716,110.45,4.0,1.25,2.78,0.784,0.029,
make_her_say_post_808s_feature_run,Make Her Say,Post-808s feature run,5,2009-09-15,2009,Feature,2,25,0.1192,0.0,0.2704,-0.4576,0.6369,0.32,0.08,0.6,0.149,0.0264,158,87,0.5506,14.9,3.61,1.222,1.29,0.842,0.057,
alors_on_danse_remix_g_o_o_d_fridays_mbdtf,Alors on Danse (Remix),G.O.O.D. Fridays + MBDTF,6,2010-07-01,2010,Feature,5,38,0.0202,0.0,0.1752,-0.4215,0.7964,0.105,0.053,0.842,0.0355,0.0239,209,100,0.4785,30.94,4.11,1.34,2.36,0.799,0.057,
blame_game_g_o_o_d_fridays_mbdtf,Blame Game,G.O.O.D. Fridays + MBDTF,6,2010-07-01,2010,Solo,6,64,-0.0799,0.0,0.383,-0.7741,0.7906,0.219,0.328,0.453,0.0848,0.132,548,252,0.4599,39.39,3.96,1.265,2.67,0.818,0.062,
blazin_g_o_o_d_fridays_mbdtf,Blazin',G.O.O.D. Fridays + MBDTF,6,2010-07-01,2010,Feature,2,39,-0.0244,0.0,0.3428,-0.8442,0.7506,0.231,0.256,0.513,0.0951,0.0919,332,179,0.5392,30.92,3.99,1.25,2.48,0.774,0.018,
deuces_remix_g_o_o_d_fridays_mbdtf,Deuces (Remix),G.O.O.D. Fridays + MBDTF,6,2010-07-01,2010,Feature,1,17,-0.0853,0.0,0.4429,-0.7677,0.6124,0.235,0.412,0.353,0.0788,0.1341,167,104,0.6228,52.0,3.72,1.186,2.23,0.838,0.024,
devil_in_a_new_dress_g_o_o_d_fridays_mbdtf,Devil in a New Dress,G.O.O.D. Fridays + MBDTF,6,2010-07-01,2010,Solo,6,44,-0.0103,0.0,0.3288,-0.7783,0.765,0.227,0.25,0.523,0.069,0.0728,403,186,0.4615,96.97,3.95,1.27,2.97,0.804,0.055,
erase_me_g_o_o_d_fridays_mbdtf,Erase Me,G.O.O.D. Fridays + MBDTF,6,2010-07-01,2010,Feature,2,23,0.1639,0.0,0.2864,-0.3818,0.7579,0.391,0.043,0.565,0.1779,0.0373,207,118,0.57,66.54,3.62,1.251,2.68,0.821,0.053,
gorgeous_g_o_o_d_fridays_mbdtf,Gorgeous,G.O.O.D. Fridays + MBDTF,6,2010-07-01,2010,Solo,3,59,0.0307,0.0,0.319,-0.6776,0.7579,0.288,0.203,0.508,0.0977,0.0758,528,279,0.5284,116.78,4.04,1.288,3.1,0.777,0.053,
live_fast_die_young_g_o_o_d_fridays_mbdtf,"Live Fast, Die Young",G.O.O.D. Fridays + MBDTF,6,2010-07-01,2010,Feature,5,66,-0.1866,-0.1406,0.384,-0.8126,0.5994,0.152,0.515,0.333,0.0562,0.2255,452,147,0.3252,35.61,3.84,1.197,1.2,0.827,0.015,
lost_in_the_world_g_o_o_d_fridays_mbdtf,Lost in the World,G.O.O.D. Fridays + MBDTF,6,2010-07-01,2010,Solo,6,41,-0.0857,0.0,0.2804,-0.6597,0.6808,0.073,0.317,0.61,0.0484,0.0998,307,75,0.2443,10.64,3.73,1.121,0.55,0.912,0.02,
power_g_o_o_d_fridays_mbdtf,Power,G.O.O.D. Fridays + MBDTF,6,2010-07-01,2010,Solo,7,67,-0.1089,0.0,0.3083,-0.8641,0.7115,0.104,0.343,0.552,0.0587,0.1306,495,213,0.4303,49.23,4.36,1.38,3.57,0.739,0.079,
runaway_g_o_o_d_fridays_mbdtf,Runaway,G.O.O.D. Fridays + MBDTF,6,2010-07-01,2010,Solo,9,73,-0.1006,0.0,0.2594,-0.8405,0.4404,0.068,0.288,0.644,0.0269,0.0879,535,121,0.2262,25.74,3.56,1.185,1.25,0.858,0.037,
start_it_up_g_o_o_d_fridays_mbdtf,Start It Up,G.O.O.D. Fridays + MBDTF,6,2010-07-01,2010,Feature,3,50,0.0337,0.0,0.2903,-0.7269,0.7096,0.24,0.14,0.62,0.1053,0.0651,278,163,0.5863,32.72,3.91,1.309,2.03,0.748,0.058,
all_of_the_lights_g_o_o_d_fridays_mbdtf,All of the Lights,G.O.O.D. Fridays + MBDTF,6,2010-11-22,2010,,4,26,-0.0602,0.0,0.2471,-0.6486,0.3597,0.115,0.192,0.692,0.0304,0.0686,189,93,0.4921,27.63,4.3,1.275,2.29,0.81,0.058,
dark_fantasy_g_o_o_d_fridays_mbdtf,Dark Fantasy,G.O.O.D. Fridays + MBDTF,6,2010-11-22,2010,Solo,3,37,-0.0581,0.0,0.4434,-0.9081,0.7783,0.297,0.324,0.378,0.1223,0.1454,277,171,0.6173,76.31,3.94,1.278,2.41,0.769,0.043,
hell_of_a_life_g_o_o_d_fridays_mbdtf,Hell of a Life,G.O.O.D. Fridays + MBDTF,6,2010-11-22,2010,Solo,9,71,-0.1257,0.0,0.3577,-0.7906,0.7783,0.141,0.451,0.408,0.0579,0.1593,590,231,0.3915,22.34,3.88,1.21,1.93,0.849,0.041,
monster_g_o_o_d_fridays_mbdtf,Monster,G.O.O.D. Fridays + MBDTF,6,2010-11-22,2010,Solo,4,52,-0.0224,0.0,0.3718,-0.7096,0.7783,0.231,0.269,0.5,0.0955,0.1039,449,170,0.3786,52.14,4.12,1.367,3.91,0.731,0.049,
so_appalled_g_o_o_d_fridays_mbdtf,So Appalled,G.O.O.D. Fridays + MBDTF,6,2010-11-22,2010,Solo,3,38,-0.1959,-0.1366,0.4562,-0.8074,0.6808,0.237,0.5,0.263,0.0959,0.2784,261,142,0.5441,49.04,4.58,1.444,4.13,0.674,0.077,
who_will_survive_in_america_g_o_o_d_fridays_mbdtf,Who Will Survive in America,G.O.O.D. Fridays + MBDTF,6,2010-11-22,2010,Solo,1,1,0.5994,0.5994,0.0,0.5994,0.5994,1.0,0.0,0.0,0.087,0.0,47,41,0.8723,0.0,5.28,1.809,24.08,0.574,0.17,
e_t_remix_watch_the_throne,E.T. (Remix),Watch the Throne,7,2011-07-01,2011,Feature,2,17,-0.1151,0.0,0.2038,-0.5423,0.0,0.0,0.294,0.706,0.0231,0.0794,155,96,0.6194,30.02,3.59,1.271,2.96,0.787,0.052,
eyez_closed_watch_the_throne,Eyez Closed,Watch the Throne,7,2011-07-01,2011,Feature,1,21,-0.1239,-0.128,0.4574,-0.8402,0.7351,0.238,0.524,0.238,0.0935,0.1752,202,129,0.6386,81.69,3.92,1.272,3.17,0.797,0.05,
lift_off_watch_the_throne,Lift Off,Watch the Throne,7,2011-07-01,2011,Solo,2,18,-0.0028,0.0,0.1945,-0.5106,0.3612,0.167,0.111,0.722,0.0354,0.0286,115,44,0.3826,11.06,3.17,1.087,-0.27,0.913,0.0,
made_in_america_watch_the_throne,Made in America,Watch the Throne,7,2011-07-01,2011,Solo,1,16,-0.1386,0.0,0.2712,-0.5736,0.4939,0.062,0.438,0.5,0.0402,0.1149,146,105,0.7192,128.11,3.85,1.26,2.84,0.774,0.027,
marvin_chardonnay_watch_the_throne,Marvin & Chardonnay,Watch the Throne,7,2011-07-01,2011,Feature,9,76,0.0836,0.0,0.3031,-0.8074,0.8831,0.316,0.118,0.566,0.1199,0.0483,524,206,0.3931,29.83,3.6,1.162,0.81,0.866,0.023,
no_church_in_the_wild_watch_the_throne,No Church in the Wild,Watch the Throne,7,2011-07-01,2011,Solo,1,21,-0.0148,0.0,0.3627,-0.7506,0.6369,0.238,0.19,0.571,0.0701,0.0821,140,109,0.7786,177.03,4.26,1.364,3.11,0.729,0.079,
same_time_watch_the_throne,Same Time,Watch the Throne,7,2011-07-01,2011,Feature,1,17,0.0813,0.0,0.2717,-0.5859,0.4588,0.353,0.118,0.529,0.0904,0.0386,130,75,0.5769,59.75,3.61,1.192,1.46,0.838,0.023,
sing_a_song_watch_the_throne,Sing a Song,Watch the Throne,7,2011-07-01,2011,Feature,4,118,0.0621,0.0,0.3366,-0.8625,0.872,0.305,0.178,0.517,0.0895,0.0449,1196,499,0.4172,73.38,4.18,1.339,4.17,0.755,0.076,
the_joy_watch_the_throne,The Joy,Watch the Throne,7,2011-07-01,2011,Solo,2,33,-0.0535,0.0,0.2889,-0.8074,0.6167,0.182,0.303,0.515,0.0663,0.0851,282,180,0.6383,98.38,4.02,1.33,3.43,0.755,0.071,
touch_it_watch_the_throne,Touch It,Watch the Throne,7,2011-07-01,2011,Feature,4,15,0.2752,0.25,0.3148,0.0,0.8658,0.6,0.0,0.4,0.2137,0.0535,145,17,0.1172,6.86,3.75,1.207,2.42,0.89,0.097,
why_i_love_you_watch_the_throne,Why I Love You,Watch the Throne,7,2011-07-01,2011,Solo,3,43,-0.0469,0.0,0.345,-0.8481,0.6369,0.209,0.233,0.558,0.0947,0.1205,268,157,0.5858,67.57,3.87,1.243,1.5,0.784,0.026,
gotta_have_it_watch_the_throne,Gotta Have It,Watch the Throne,7,2011-08-08,2011,Collaboration,3,34,-0.0453,0.0,0.3059,-0.7269,0.5147,0.235,0.235,0.529,0.0528,0.0865,311,169,0.5434,25.01,3.92,1.215,2.32,0.826,0.029,
illest_motherfucker_alive_watch_the_throne,Illest Motherfucker Alive,Watch the Throne,7,2011-08-08,2011,Collaboration,5,43,-0.0206,0.0,0.3076,-0.6124,0.8316,0.209,0.279,0.512,0.0949,0.0967,358,164,0.4581,30.55,4.12,1.372,3.84,0.676,0.036,
murder_to_excellence_watch_the_throne,Murder to Excellence,Watch the Throne,7,2011-08-08,2011,Collaboration,6,44,-0.2502,-0.1024,0.4682,-0.886,0.7906,0.136,0.545,0.318,0.0672,0.2542,363,202,0.5565,51.86,4.16,1.309,3.07,0.752,0.05,
new_day_watch_the_throne,New Day,Watch the Throne,7,2011-08-08,2011,Collaboration,2,27,0.1348,0.0,0.2823,-0.6621,0.6369,0.407,0.074,0.519,0.1743,0.0314,212,110,0.5189,47.16,3.74,1.212,1.78,0.825,0.024,
niggas_in_paris_watch_the_throne,Niggas in Paris,Watch the Throne,7,2011-08-08,2011,Solo,7,46,-0.1162,0.0,0.3615,-0.8957,0.631,0.13,0.348,0.522,0.0549,0.1568,334,140,0.4192,34.01,3.83,1.177,1.13,0.859,0.021,
otis_watch_the_throne,Otis,Watch the Throne,7,2011-08-08,2011,Collaboration,3,24,-0.0756,0.0,0.3319,-0.8074,0.5994,0.167,0.292,0.542,0.0699,0.1277,214,139,0.6495,99.61,4.09,1.285,3.05,0.762,0.033,
primetime_watch_the_throne,Primetime,Watch the Throne,7,2011-08-08,2011,Collaboration,4,45,-0.078,0.0,0.3862,-0.8316,0.7351,0.222,0.333,0.444,0.0797,0.1064,392,192,0.4898,52.17,3.89,1.202,1.99,0.827,0.033,
that_s_my_bitch_watch_the_throne,That's My Bitch,Watch the Throne,7,2011-08-08,2011,Collaboration,4,34,-0.0356,0.0,0.3717,-0.5859,0.891,0.235,0.324,0.441,0.1042,0.1312,273,151,0.5531,55.4,3.82,1.158,1.2,0.857,0.015,
who_gon_stop_me_watch_the_throne,Who Gon Stop Me,Watch the Throne,7,2011-08-08,2011,Collaboration,6,62,-0.0632,0.0,0.366,-0.7506,0.8126,0.274,0.403,0.323,0.1148,0.152,498,209,0.4197,39.16,3.93,1.205,1.76,0.827,0.026,
theraflu_cruel_summer_yeezus_build_up,Theraflu/Way Too Cold,Cruel Summer + Yeezus build-up,8,2012-04-04,2012,Solo,7,52,-0.078,0.0,0.3803,-0.7515,0.7184,0.192,0.327,0.481,0.0719,0.1099,444,189,0.4257,28.76,3.95,1.295,3.02,0.775,0.059,
amen_cruel_summer_yeezus_build_up,Amen,Cruel Summer + Yeezus build-up,8,2012-07-01,2012,Feature,2,25,0.0292,0.0,0.2577,-0.4767,0.6369,0.2,0.16,0.64,0.0855,0.0614,180,125,0.6944,143.16,3.71,1.228,1.71,0.806,0.017,
awesome_cruel_summer_yeezus_build_up,Awesome,Cruel Summer + Yeezus build-up,8,2012-07-01,2012,Solo,8,67,0.1253,0.0,0.3251,-0.5719,0.8845,0.313,0.104,0.582,0.2006,0.0463,317,114,0.3596,24.66,4.3,1.366,2.37,0.729,0.079,
i_wish_you_would_cruel_summer_yeezus_build_up,I Wish You Would,Cruel Summer + Yeezus build-up,8,2012-07-01,2012,Feature,8,54,0.0459,0.0,0.4617,-0.9231,0.6597,0.352,0.278,0.37,0.1475,0.1133,452,176,0.3894,28.21,3.67,1.17,1.48,0.838,0.009,
the_one_cruel_summer_yeezus_build_up,The One,Cruel Summer + Yeezus build-up,8,2012-07-01,2012,Feature,1,16,0.1266,0.0,0.2841,-0.4939,0.6696,0.438,0.125,0.438,0.1062,0.0289,150,88,0.5867,40.71,3.86,1.307,3.48,0.767,0.06,
to_the_world_cruel_summer_yeezus_build_up,To the World,Cruel Summer + Yeezus build-up,8,2012-07-01,2012,Feature,4,18,0.0525,0.0,0.3531,-0.6808,0.7269,0.333,0.167,0.5,0.1254,0.0671,144,93,0.6458,60.12,3.76,1.229,2.03,0.799,0.028,
birthday_song_cruel_summer_yeezus_build_up,Birthday Song,Cruel Summer + Yeezus build-up,8,2012-08-14,2012,Feature,3,34,-0.0639,0.0,0.3881,-0.8074,0.8126,0.176,0.294,0.529,0.0617,0.1048,306,152,0.4967,41.29,3.8,1.183,1.88,0.837,0.02,
bliss_cruel_summer_yeezus_build_up,Bliss,Cruel Summer + Yeezus build-up,8,2012-09-18,2012,Solo,3,9,-0.8566,-0.8885,0.2137,-0.9682,-0.296,0.0,1.0,0.0,0.0,0.7043,87,18,0.2069,3.95,3.75,1.092,1.07,0.954,0.023,
clique_cruel_summer_yeezus_build_up,Clique,Cruel Summer + Yeezus build-up,8,2012-09-18,2012,,2,33,-0.032,0.0,0.2858,-0.6705,0.5574,0.182,0.212,0.606,0.0517,0.0689,285,197,0.6912,202.4,4.11,1.326,3.43,0.744,0.056,
cold_cruel_summer_yeezus_build_up,Cold,Cruel Summer + Yeezus build-up,8,2012-09-18,2012,Solo,7,52,-0.078,0.0,0.3803,-0.7515,0.7184,0.192,0.327,0.481,0.0719,0.1099,444,189,0.4257,28.76,3.95,1.295,3.02,0.775,0.059,
creepers_cruel_summer_yeezus_build_up,Creepers,Cruel Summer + Yeezus build-up,8,2012-09-18,2012,Solo,5,46,0.0019,0.0,0.2829,-0.8957,0.6369,0.174,0.152,0.674,0.0452,0.051,422,144,0.3412,48.42,3.82,1.194,2.08,0.836,0.012,
i_don_t_like_remix_cruel_summer_yeezus_build_up,I Don't Like (Remix),Cruel Summer + Yeezus build-up,8,2012-09-18,2012,,1,32,0.0116,0.0,0.2424,-0.5994,0.5106,0.188,0.125,0.688,0.0521,0.0373,183,111,0.6066,58.66,3.87,1.164,0.37,0.852,0.011,
mercy_cruel_summer_yeezus_build_up,Mercy,Cruel Summer + Yeezus build-up,8,2012-09-18,2012,,2,34,-0.137,0.0,0.3006,-0.7783,0.6369,0.088,0.353,0.559,0.0508,0.1252,262,162,0.6183,67.58,3.9,1.237,2.01,0.832,0.046,
sin_city_cruel_summer_yeezus_build_up,Sin City,Cruel Summer + Yeezus build-up,8,2012-09-18,2012,Solo,6,59,-0.0459,0.0,0.257,-0.5688,0.3612,0.136,0.169,0.695,0.066,0.0788,361,97,0.2687,10.83,3.38,1.114,-0.06,0.898,0.006,
the_morning_cruel_summer_yeezus_build_up,The Morning,Cruel Summer + Yeezus build-up,8,2012-09-18,2012,Solo,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,4,1.0,0.0,7.5,2.5,15.47,0.25,0.25,
way_too_cold_cruel_summer_yeezus_build_up,Way Too Cold,Cruel Summer + Yeezus build-up,8,2012-09-18,2012,,9,55,-0.0737,0.0,0.37,-0.7515,0.7184,0.182,0.309,0.509,0.068,0.1039,444,189,0.4257,28.76,3.95,1.295,2.84,0.775,0.059,
white_dress_cruel_summer_yeezus_build_up,White Dress,Cruel Summer + Yeezus build-up,8,2012-09-18,2012,,5,78,0.0425,0.0,0.2994,-0.6369,0.6956,0.282,0.205,0.513,0.0853,0.0646,671,318,0.4739,65.67,3.92,1.212,2.06,0.829,0.037,
facts_yeezus,')] Facts,Yeezus,9,2013-06-18,2013,,7,57,0.0429,0.0,0.276,-0.6808,0.7742,0.211,0.14,0.649,0.0697,0.0453,464,220,0.4741,39.64,4.11,1.364,3.68,0.683,0.041,
after_you_yeezus,After You,Yeezus,9,2013-06-18,2013,,20,85,0.1077,0.0,0.374,-0.8481,0.8271,0.365,0.141,0.494,0.1506,0.0601,622,201,0.3232,23.96,3.81,1.225,1.72,0.802,0.026,
black_skinhead_yeezus,Black Skinhead,Yeezus,9,2013-06-18,2013,,8,85,-0.1211,0.0,0.3306,-0.7964,0.7506,0.118,0.329,0.553,0.0714,0.1366,454,157,0.3458,35.23,4.04,1.262,1.39,0.78,0.035,
blood_on_the_leaves_yeezus,Blood on the Leaves,Yeezus,9,2013-06-18,2013,Solo,8,76,-0.0567,0.0,0.3068,-0.8074,0.6369,0.184,0.224,0.592,0.0635,0.107,516,205,0.3973,22.85,4.02,1.26,1.92,0.8,0.045,
fml_yeezus,FML,Yeezus,9,2013-06-18,2013,,3,57,0.0815,0.0,0.2702,-0.6808,0.7096,0.281,0.088,0.632,0.1182,0.0462,322,141,0.4379,33.27,3.86,1.236,1.2,0.798,0.031,
on_sight_yeezus,On Sight,Yeezus,9,2013-06-18,2013,Solo,7,42,-0.0667,0.0,0.2772,-0.7906,0.431,0.143,0.214,0.643,0.0413,0.0825,242,129,0.5331,30.87,3.8,1.198,0.8,0.847,0.033,
piss_on_your_grave_yeezus,Piss On Your Grave,Yeezus,9,2013-06-18,2013,,4,25,-0.3495,-0.3412,0.4788,-0.9313,0.6808,0.12,0.64,0.24,0.078,0.3171,213,75,0.3521,12.37,3.85,1.117,0.92,0.925,0.023,
bound_2_yeezus,Bound 2,Yeezus,9,2013-07-01,2013,Solo,5,55,-0.0621,0.0,0.3877,-0.8316,0.7227,0.182,0.291,0.527,0.0923,0.119,366,184,0.5027,57.54,4.04,1.26,1.87,0.811,0.06,
can_t_stop_yeezus,Can't Stop,Yeezus,9,2013-07-01,2013,Feature,1,16,-0.015,0.0,0.3365,-0.7579,0.6597,0.188,0.125,0.688,0.0452,0.0611,149,108,0.7248,141.0,4.43,1.349,3.96,0.732,0.074,
drunk_in_love_remix_yeezus,Drunk in Love (Remix),Yeezus,9,2013-07-01,2013,Feature,1,27,0.0558,0.0,0.3037,-0.4939,0.743,0.222,0.185,0.593,0.1076,0.0729,254,138,0.5433,66.63,3.81,1.232,2.62,0.811,0.028,
guilt_trip_yeezus,Guilt Trip,Yeezus,9,2013-07-01,2013,Solo,3,27,0.0391,0.0,0.2545,-0.5106,0.6486,0.185,0.111,0.704,0.078,0.0511,197,119,0.6041,24.41,4.14,1.299,2.59,0.731,0.03,
hold_my_liquor_yeezus,Hold My Liquor,Yeezus,9,2013-07-01,2013,Solo,4,51,-0.0489,0.0,0.2718,-0.7184,0.6369,0.118,0.176,0.706,0.0381,0.0747,283,119,0.4205,30.13,3.81,1.254,1.38,0.774,0.028,
i_am_a_god_yeezus,I Am a God,Yeezus,9,2013-07-01,2013,Solo,9,51,-0.0106,0.0,0.3227,-0.6705,0.6486,0.353,0.275,0.373,0.1386,0.0898,281,142,0.5053,31.61,3.58,1.231,1.09,0.794,0.018,
i_won_yeezus,I Won,Yeezus,9,2013-07-01,2013,Feature,1,15,0.0625,0.0,0.3318,-0.7906,0.7506,0.267,0.067,0.667,0.0811,0.0245,135,92,0.6815,85.06,3.83,1.237,2.52,0.793,0.03,
i_m_in_it_yeezus,I'm In It,Yeezus,9,2013-07-01,2013,Solo,6,66,0.0171,0.0,0.2626,-0.7414,0.7845,0.197,0.136,0.667,0.0626,0.0578,462,226,0.4892,61.18,3.69,1.147,0.68,0.874,0.022,
