track_id,track_title,era_clean,era_rank,release_date_clean,year,topic_id
remote_control_donda,Remote Control,Donda,14,2021-07-01,2021,0
remote_control_pt_2_donda,Remote Control Pt. 2,Donda,14,2021-07-01,2021,0
24_donda,24,Donda,14,2021-08-29,2021,0
believe_what_i_say_donda,Believe What I Say,Donda,14,2021-08-29,2021,0
come_to_life_donda,Come to Life,Donda,14,2021-08-29,2021,1
donda_chant_donda,Donda Chant,Donda,14,2021-08-29,2021,1
heaven_and_hell_donda,Heaven and Hell,Donda,14,2021-08-29,2021,0
lord_i_need_you_donda,Lord I Need You,Donda,14,2021-08-29,2021,1
moon_donda,Moon,Donda,14,2021-08-29,2021,0
new_again_donda,New Again,Donda,14,2021-08-29,2021,0
tell_the_vision_donda,Tell the Vision,Donda,14,2021-08-29,2021,1
never_abandon_your_family_donda,Never Abandon Your Family,Donda,14,2021-11-14,2021,0
up_from_the_ashes_donda,Up From the Ashes,Donda,14,2021-11-14,2021,0
city_of_gods_donda_2,City of Gods,Donda 2,15,2022-02-22,2022,0
flowers_donda_2,Flowers,Donda 2,15,2022-02-22,2022,0
get_lost_donda_2,Get Lost,Donda 2,15,2022-02-22,2022,1
happy_donda_2,Happy,Donda 2,15,2022-02-22,2022,0
life_donda_2,Life,Donda 2,15,2022-02-22,2022,0
link_up_donda_2,Link Up,Donda 2,15,2022-02-22,2022,0
my_life_was_never_eazy_donda_2,My Life Was Never Eazy,Donda 2,15,2022-02-22,2022,-1
possessions_donda_2,Possessions,Donda 2,15,2022-02-22,2022,0
rock_n_roll_donda_2,Rock N Roll,Donda 2,15,2022-02-22,2022,0
sci_fi_donda_2,Sci Fi,Donda 2,15,2022-02-22,2022,0
security_donda_2,Security,Donda 2,15,2022-02-22,2022,1
too_easy_donda_2,Too Easy,Donda 2,15,2022-02-22,2022,0
we_made_it_donda_2,We Made It,Donda 2,15,2022-02-22,2022,0
broken_road_donda_2,Broken Road,Donda 2,15,2022-07-01,2022,0
daylight_donda_2,Daylight,Donda 2,15,2022-07-01,2022,0
first_time_in_a_long_time_donda_2,First Time in a Long Time,Donda 2,15,2022-07-01,2022,0
fortunate_donda_2,Fortunate,Donda 2,15,2022-07-01,2022,0
louie_bags_donda_2,Louie Bags,Donda 2,15,2022-07-01,2022,0
mr_miyagi_donda_2,Mr. Miyagi,Donda 2,15,2022-07-01,2022,0
pablo_donda_2,Pablo,Donda 2,15,2022-07-01,2022,0
selfish_donda_2,Selfish,Donda 2,15,2022-07-01,2022,0
true_love_donda_2,True Love,Donda 2,15,2022-07-01,2022,0
we_did_it_kid_donda_2,We Did It Kid,Donda 2,15,2022-07-01,2022,0
back_to_me_vultures_1_vultures_2,BACK TO ME,Vultures 1 + Vultures 2,16,2024-02-10,2024,0
burn_vultures_1_vultures_2,Burn,Vultures 1 + Vultures 2,16,2024-02-10,2024,0
carnival_vultures_1_vultures_2,Carnival,Vultures 1 + Vultures 2,16,2024-02-10,2024,0
forever_vultures_1_vultures_2,FOREVER,Vultures 1 + Vultures 2,16,2024-02-10,2024,0
good_don_t_die_vultures_1_vultures_2,Good (Don't Die),Vultures 1 + Vultures 2,16,2024-02-10,2024,0
keys_to_my_life_vultures_1_vultures_2,Keys to My Life,Vultures 1 + Vultures 2,16,2024-02-10,2024,0
king_vultures_1_vultures_2,King,Vultures 1 + Vultures 2,16,2024-02-10,2024,0
paid_vultures_1_vultures_2,Paid,Vultures 1 + Vultures 2,16,2024-02-10,2024,0
problematic_vultures_1_vultures_2,Problematic,Vultures 1 + Vultures 2,16,2024-02-10,2024,0
stars_vultures_1_vultures_2,Stars,Vultures 1 + Vultures 2,16,2024-02-10,2024,0
talking_vultures_1_vultures_2,Talking,Vultures 1 + Vultures 2,16,2024-02-10,2024,0
vultures_vultures_1_vultures_2,Vultures,Vultures 1 + Vultures 2,16,2024-02-10,2024,0
beg_forgiveness_vultures_1_vultures_2,BEG FORGIVENESS,Vultures 1 + Vultures 2,16,2024-07-01,2024,0
dead_vultures_1_vultures_2,DEAD,Vultures 1 + Vultures 2,16,2024-07-01,2024,0
do_it_vultures_1_vultures_2,DO IT,Vultures 1 + Vultures 2,16,2024-07-01,2024,0
field_trip_vultures_1_vultures_2,FIELD TRIP,Vultures 1 + Vultures 2,16,2024-07-01,2024,0
forever_rolling_vultures_1_vultures_2,FOREVER ROLLING,Vultures 1 + Vultures 2,16,2024-07-01,2024,0
fuk_sumn_vultures_1_vultures_2,FUK SUMN,Vultures 1 + Vultures 2,16,2024-07-01,2024,0
gun_to_my_head_vultures_1_vultures_2,Gun to My Head,Vultures 1 + Vultures 2,16,2024-07-01,2024,0
hoodrat_vultures_1_vultures_2,HOODRAT,Vultures 1 + Vultures 2,16,2024-07-01,2024,0
lifestyle_vultures_1_vultures_2,LIFESTYLE,Vultures 1 + Vultures 2,16,2024-07-01,2024,0
my_soul_vultures_1_vultures_2,MY SOUL,Vultures 1 + Vultures 2,16,2024-07-01,2024,0
no_apologies_vultures_1_vultures_2,No Apologies,Vultures 1 + Vultures 2,16,2024-07-01,2024,0
no_bad_news_vultures_1_vultures_2,No Bad News,Vultures 1 + Vultures 2,16,2024-07-01,2024,0
no_face_vultures_1_vultures_2,No Face,Vultures 1 + Vultures 2,16,2024-07-01,2024,0
paperwork_vultures_1_vultures_2,PAPERWORK,Vultures 1 + Vultures 2,16,2024-07-01,2024,0
promotion_vultures_1_vultures_2,PROMOTION,Vultures 1 + Vultures 2,16,2024-07-01,2024,0
plain_jane_vultures_1_vultures_2,Plain Jane,Vultures 1 + Vultures 2,16,2024-07-01,2024,0
river_vultures_1_vultures_2,RIVER,Vultures 1 + Vultures 2,16,2024-07-01,2024,0
sky_city_vultures_1_vultures_2,SKY CITY,Vultures 1 + Vultures 2,16,2024-07-01,2024,0
trinity_205_vultures_1_vultures_2,Trinity 205,Vultures 1 + Vultures 2,16,2024-07-01,2024,0
where_they_at_vultures_1_vultures_2,Where They At,Vultures 1 + Vultures 2,16,2024-07-01,2024,0
act_iii_on_god_remix_vultures_1_vultures_2,act iii: on god? (Remix),Vultures 1 + Vultures 2,16,2024-07-01,2024,0
530_vultures_1_vultures_2,530,Vultures 1 + Vultures 2,16,2024-08-03,2024,0
fried_vultures_1_vultures_2,Fried,Vultures 1 + Vultures 2,16,2024-08-03,2024,0
husband_vultures_1_vultures_2,Husband,Vultures 1 + Vultures 2,16,2024-08-03,2024,0
maybe_vultures_1_vultures_2,Maybe,Vultures 1 + Vultures 2,16,2024-08-03,2024,0
slide_vultures_1_vultures_2,Slide,Vultures 1 + Vultures 2,16,2024-08-03,2024,0
time_moving_slow_vultures_1_vultures_2,Time Moving Slow,Vultures 1 + Vultures 2,16,2024-08-03,2024,0
beauty_and_the_beast_bully_build_up_cuck_iapw_controversy,Beauty and the Beast,Bully build-up + Cuck/IAPW controversy,17,2025-06-01,2025,0
god_s_in_control_bully_build_up_cuck_iapw_controversy,God's in Control,Bully build-up + Cuck/IAPW controversy,17,2025-06-01,2025,0
i_can_t_wait_bully_build_up_cuck_iapw_controversy,I Can't Wait,Bully build-up + Cuck/IAPW controversy,17,2025-06-01,2025,0
mama_s_favorite_bully_build_up_cuck_iapw_controversy,Mama's Favorite,Bully build-up + Cuck/IAPW controversy,17,2025-06-01,2025,0
mission_control_bully_build_up_cuck_iapw_controversy,Mission Control,Bully build-up + Cuck/IAPW controversy,17,2025-06-01,2025,0
punch_drunk_bully_build_up_cuck_iapw_controversy,Punch Drunk,Bully build-up + Cuck/IAPW controversy,17,2025-06-01,2025,0
this_one_here_bully_build_up_cuck_iapw_controversy,This One Here,Bully build-up + Cuck/IAPW controversy,17,2025-06-01,2025,0
welcome_to_the_jungle_bully_build_up_cuck_iapw_controversy,Welcome to the Jungle,Bully build-up + Cuck/IAPW controversy,17,2025-06-01,2025,0
whatever_works_bully_build_up_cuck_iapw_controversy,Whatever Works,Bully build-up + Cuck/IAPW controversy,17,2025-06-01,2025,0
all_the_love_bully_build_up_cuck_iapw_controversy,All the Love,Bully build-up + Cuck/IAPW controversy,17,2025-07-01,2025,0
bully_bully_build_up_cuck_iapw_controversy,Bully,Bully build-up + Cuck/IAPW controversy,17,2025-07-01,2025,0
father_bully_build_up_cuck_iapw_controversy,Father,Bully build-up + Cuck/IAPW controversy,17,2025-07-01,2025,0
last_breath_bully_build_up_cuck_iapw_controversy,Last Breath,Bully build-up + Cuck/IAPW controversy,17,2025-07-01,2025,0
melrose_bully_build_up_cuck_iapw_controversy,Melrose,Bully build-up + Cuck/IAPW controversy,17,2025-07-01,2025,0
white_lines_bully_build_up_cuck_iapw_controversy,White Lines,Bully build-up + Cuck/IAPW controversy,17,2025-07-01,2025,0
circles_bully_build_up_cuck_iapw_controversy,Circles,Bully build-up + Cuck/IAPW controversy,17,2026-03-28,2026,1
damn_bully_build_up_cuck_iapw_controversy,Damn,Bully build-up + Cuck/IAPW controversy,17,2026-03-28,2026,1
highs_and_lows_bully_build_up_cuck_iapw_controversy,Highs and Lows,Bully build-up + Cuck/IAPW controversy,17,2026-03-28,2026,1
king_bully_build_up_cuck_iapw_controversy,King,Bully build-up + Cuck/IAPW controversy,17,2026-03-28,2026,0
preacher_man_bully_build_up_cuck_iapw_controversy,Preacher Man,Bully build-up + Cuck/IAPW controversy,17,2026-03-28,2026,1
this_a_must_bully_build_up_cuck_iapw_controversy,This a Must,Bully build-up + Cuck/IAPW controversy,17,2026-03-28,2026,0
billie_jean_2008_kanye_west_mix_808s_heartbreak,Billie Jean (2008 Kanye West Mix),808s & Heartbreak,4,2008-02-08,2008,0
freaky_girl_edit_wyoming_sessions_ye_ksg,Freaky Girl Edit,Wyoming Sessions (ye / KSG),12,2018-09-30,2018,0
