track_id,duration_seconds,line_count,verse_count,word_count,words_per_second,words_per_minute,lines_per_minute,avg_line_length_words,kanye_verse_share,fetch_timestamp
kanga_wyoming_sessions_ye_ksg,,21,2,139,,,,6.619048,1.000000,2026-05-12T16:42:07Z
kids_see_ghosts_wyoming_sessions_ye_ksg,245.0000,24,1,232,0.946939,56.816340,5.877551,9.666667,1.000000,2026-05-12T16:42:07Z
law_of_attraction_wyoming_sessions_ye_ksg,,22,6,154,,,,7.000000,1.000000,2026-05-12T16:42:07Z
new_body_wyoming_sessions_ye_ksg,,19,1,162,,,,8.526316,1.000000,2026-05-12T16:42:07Z
one_minute_wyoming_sessions_ye_ksg,197.0000,36,1,335,1.700508,102.030480,10.964467,9.305556,1.000000,2026-05-12T16:42:07Z
watch_wyoming_sessions_ye_ksg,217.0000,18,1,159,0.732719,43.963140,4.976959,8.833333,1.000000,2026-05-12T16:42:07Z
wouldn_t_leave_wyoming_sessions_ye_ksg,,52,8,388,,,,7.461538,1.000000,2026-05-12T16:42:07Z
i_love_it_wyoming_sessions_ye_ksg,128.0000,18,3,179,1.398438,83.906280,8.437500,9.944444,,2026-05-12T16:42:07Z
everything_we_need_jesus_is_king,,14,2,79,,,,5.642857,1.000000,2026-05-12T16:42:07Z
hands_on_jesus_is_king,203.0000,72,5,487,2.399015,143.940900,21.280788,6.763889,1.000000,2026-05-12T16:42:07Z
use_this_gospel_jesus_is_king,,22,4,121,,,,5.500000,1.000000,2026-05-12T16:42:07Z
water_jesus_is_king,,42,3,115,,,,2.738095,1.000000,2026-05-12T16:42:07Z
closed_on_sunday_jesus_is_king,152.0000,26,4,235,1.546053,92.763180,10.263158,9.038462,,2026-05-12T16:42:07Z
every_hour_jesus_is_king,,38,7,415,,,,10.921053,,2026-05-12T16:42:07Z
follow_god_jesus_is_king,105.0000,38,4,398,3.790476,227.428560,21.714286,10.473684,,2026-05-12T16:42:07Z
glory_jesus_is_king,,77,6,421,,,,5.467532,,2026-05-12T16:42:07Z
god_is_jesus_is_king,203.0000,42,4,338,1.665025,99.901500,12.413793,8.047619,,2026-05-12T16:42:07Z
jesus_is_lord_jesus_is_king,49.0000,10,3,71,1.448980,86.938800,12.244898,7.100000,,2026-05-12T16:42:07Z
nah_nah_nah_jesus_is_king,,62,7,482,,,,7.774194,,2026-05-12T16:42:07Z
selah_jesus_is_king,165.0000,43,2,260,1.575758,94.545480,15.636364,6.046512,,2026-05-12T16:42:07Z
go2damoon_donda,,22,2,184,,,,8.363636,1.000000,2026-05-12T16:42:07Z
donda_donda,,33,3,211,,,,6.393939,1.000000,2026-05-12T16:42:07Z
god_breathed_donda,,45,5,273,,,,6.066667,1.000000,2026-05-12T16:42:07Z
hurricane_donda,,26,1,230,,,,8.846154,1.000000,2026-05-12T16:42:07Z
jail_donda,297.0000,50,8,265,0.892256,53.535360,10.101010,5.300000,1.000000,2026-05-12T16:42:07Z
jail_pt_2_donda,,46,8,265,,,,5.760870,1.000000,2026-05-12T16:42:07Z
jesus_lord_donda,,158,5,1194,,,,7.556962,1.000000,2026-05-12T16:42:07Z
jesus_lord_pt_2_donda,,147,6,1210,,,,8.231293,1.000000,2026-05-12T16:42:07Z
jonah_donda,,12,1,110,,,,9.166667,1.000000,2026-05-12T16:42:07Z
junya_donda,148.0000,78,7,385,2.601351,156.081060,31.621622,4.935897,1.000000,2026-05-12T16:42:07Z
junya_pt_2_donda,,76,6,352,,,,4.631579,1.000000,2026-05-12T16:42:07Z
keep_my_spirit_alive_pt_2_donda,,23,1,188,,,,8.173913,1.000000,2026-05-12T16:42:07Z
life_of_the_party_donda,,63,5,498,,,,7.904762,1.000000,2026-05-12T16:42:07Z
no_child_left_behind_donda,178.0000,6,1,32,0.179775,10.786500,2.022472,5.333333,1.000000,2026-05-12T16:42:07Z
off_the_grid_donda,339.0000,95,8,711,2.097345,125.840700,16.814159,7.484211,1.000000,2026-05-12T16:42:07Z
ok_ok_donda,205.0000,39,4,231,1.126829,67.609740,11.414634,5.923077,1.000000,2026-05-12T16:42:07Z
ok_ok_pt_2_donda,,36,3,209,,,,5.805556,1.000000,2026-05-12T16:42:07Z
praise_god_donda,226.0000,31,4,158,0.699115,41.946900,8.230088,5.096774,1.000000,2026-05-12T16:42:07Z
pure_souls_donda,,80,5,600,,,,7.500000,1.000000,2026-05-12T16:42:07Z
remote_control_donda,,23,6,141,,,,6.130435,1.000000,2026-05-12T16:42:07Z
remote_control_pt_2_donda,,18,5,106,,,,5.888889,1.000000,2026-05-12T16:42:07Z
24_donda,197.0000,32,4,205,1.040609,62.436540,9.746193,6.406250,,2026-05-12T16:42:07Z
believe_what_i_say_donda,242.0000,49,5,414,1.710744,102.644640,12.148760,8.448980,,2026-05-12T16:42:07Z
come_to_life_donda,310.0000,62,8,475,1.532258,91.935480,12.000000,7.661290,,2026-05-12T16:42:07Z
donda_chant_donda,,12,3,109,,,,9.083333,,2026-05-12T16:42:07Z
heaven_and_hell_donda,,33,2,239,,,,7.242424,,2026-05-12T16:42:07Z
lord_i_need_you_donda,162.0000,44,5,445,2.746914,164.814840,16.296296,10.113636,,2026-05-12T16:42:07Z
moon_donda,156.0000,12,1,96,0.615385,36.923100,4.615385,8.000000,,2026-05-12T16:42:07Z
new_again_donda,183.0000,41,5,343,1.874317,112.459020,13.442623,8.365854,,2026-05-12T16:42:07Z
tell_the_vision_donda,215.0000,5,3,54,0.251163,15.069780,1.395349,10.800000,,2026-05-12T16:42:07Z
never_abandon_your_family_donda,,22,3,158,,,,7.181818,,2026-05-12T16:42:07Z
up_from_the_ashes_donda,,18,5,137,,,,7.611111,,2026-05-12T16:42:07Z
city_of_gods_donda_2,256.0000,41,1,393,1.535156,92.109360,9.609375,9.585366,,2026-05-12T16:42:07Z
flowers_donda_2,,51,13,422,,,,8.274510,,2026-05-12T16:42:07Z
get_lost_donda_2,,45,2,279,,,,6.200000,,2026-05-12T16:42:07Z
happy_donda_2,,48,17,249,,,,5.187500,,2026-05-12T16:42:07Z
life_donda_2,310.0000,16,4,106,0.341935,20.516100,3.096774,6.625000,,2026-05-12T16:42:07Z
link_up_donda_2,,11,3,62,,,,5.636364,,2026-05-12T16:42:07Z
my_life_was_never_eazy_donda_2,,6,2,41,,,,6.833333,,2026-05-12T16:42:07Z
possessions_donda_2,,67,10,355,,,,5.298507,,2026-05-12T16:42:07Z
rock_n_roll_donda_2,,15,1,148,,,,9.866667,1.000000,2026-05-12T16:42:07Z
sci_fi_donda_2,,24,3,175,,,,7.291667,,2026-05-12T16:42:07Z
security_donda_2,,27,7,211,,,,7.814815,,2026-05-12T16:42:07Z
too_easy_donda_2,,45,6,238,,,,5.288889,,2026-05-12T16:42:07Z
we_made_it_donda_2,,71,11,419,,,,5.901408,,2026-05-12T16:42:07Z
broken_road_donda_2,,20,2,135,,,,6.750000,1.000000,2026-05-12T16:42:07Z
daylight_donda_2,,39,6,242,,,,6.205128,1.000000,2026-05-12T16:42:07Z
first_time_in_a_long_time_donda_2,,40,6,421,,,,10.525000,1.000000,2026-05-12T16:42:07Z
fortunate_donda_2,,41,5,280,,,,6.829268,1.000000,2026-05-12T16:42:07Z
louie_bags_donda_2,,75,8,597,,,,7.960000,1.000000,2026-05-12T16:42:07Z
mr_miyagi_donda_2,,46,8,345,,,,7.500000,1.000000,2026-05-12T16:42:07Z
pablo_donda_2,,62,5,453,,,,7.306452,1.000000,2026-05-12T16:42:07Z
selfish_donda_2,,21,1,123,,,,5.857143,1.000000,2026-05-12T16:42:07Z
true_love_donda_2,148.0000,28,4,241,1.628378,97.702680,11.351351,8.607143,1.000000,2026-05-12T16:42:07Z
we_did_it_kid_donda_2,,59,2,367,,,,6.220339,1.000000,2026-05-12T16:42:07Z
back_to_me_vultures_1_vultures_2,295.0000,40,2,283,0.959322,57.559320,8.135593,7.075000,,2026-05-12T16:42:07Z
burn_vultures_1_vultures_2,,32,3,199,,,,6.218750,0.590504,2026-05-12T16:42:07Z
carnival_vultures_1_vultures_2,264.0000,14,1,129,0.488636,29.318160,3.181818,9.214286,,2026-05-12T16:42:07Z
forever_vultures_1_vultures_2,,22,1,204,,,,9.272727,,2026-05-12T16:42:07Z
good_don_t_die_vultures_1_vultures_2,199.0000,24,2,186,0.934673,56.080380,7.236181,7.750000,0.732283,2026-05-12T16:42:07Z
keys_to_my_life_vultures_1_vultures_2,,39,3,325,,,,8.333333,0.727069,2026-05-12T16:42:07Z
king_vultures_1_vultures_2,,41,6,248,,,,6.048780,0.772586,2026-05-12T16:42:07Z
paid_vultures_1_vultures_2,,41,2,264,,,,6.439024,0.460733,2026-05-12T16:42:07Z
problematic_vultures_1_vultures_2,,52,2,460,,,,8.846154,0.830325,2026-05-12T16:42:07Z
stars_vultures_1_vultures_2,115.0000,12,1,61,0.530435,31.826100,6.260870,5.083333,0.219424,2026-05-12T16:42:07Z
talking_vultures_1_vultures_2,186.0000,4,1,76,0.408602,24.516120,1.290323,19.000000,0.144487,2026-05-12T16:42:07Z
vultures_vultures_1_vultures_2,277.0000,54,5,458,1.653430,99.205800,11.696751,8.481481,,2026-05-12T16:42:07Z
beg_forgiveness_vultures_1_vultures_2,,12,1,105,,,,8.750000,1.000000,2026-05-12T16:42:07Z
dead_vultures_1_vultures_2,,19,2,187,,,,9.842105,1.000000,2026-05-12T16:42:07Z
do_it_vultures_1_vultures_2,,25,2,190,,,,7.600000,1.000000,2026-05-12T16:42:07Z
field_trip_vultures_1_vultures_2,,15,3,88,,,,5.866667,1.000000,2026-05-12T16:42:07Z
forever_rolling_vultures_1_vultures_2,,29,3,267,,,,9.206897,1.000000,2026-05-12T16:42:07Z
fuk_sumn_vultures_1_vultures_2,,17,3,117,,,,6.882353,1.000000,2026-05-12T16:42:07Z
gun_to_my_head_vultures_1_vultures_2,,29,2,216,,,,7.448276,1.000000,2026-05-12T16:42:07Z
hoodrat_vultures_1_vultures_2,,68,7,332,,,,4.882353,1.000000,2026-05-12T16:42:07Z
lifestyle_vultures_1_vultures_2,,20,4,106,,,,5.300000,1.000000,2026-05-12T16:42:07Z
my_soul_vultures_1_vultures_2,,18,1,135,,,,7.500000,1.000000,2026-05-12T16:42:07Z
no_apologies_vultures_1_vultures_2,,58,5,215,,,,3.706897,1.000000,2026-05-12T16:42:07Z
no_bad_news_vultures_1_vultures_2,,15,3,94,,,,6.266667,1.000000,2026-05-12T16:42:07Z
no_face_vultures_1_vultures_2,,17,2,137,,,,8.058824,1.000000,2026-05-12T16:42:07Z
paperwork_vultures_1_vultures_2,,51,3,270,,,,5.294118,1.000000,2026-05-12T16:42:07Z
promotion_vultures_1_vultures_2,158.0000,28,4,164,1.037975,62.278500,10.632911,5.857143,1.000000,2026-05-12T16:42:07Z
plain_jane_vultures_1_vultures_2,,31,3,158,,,,5.096774,1.000000,2026-05-12T16:42:07Z
river_vultures_1_vultures_2,,37,5,266,,,,7.189189,1.000000,2026-05-12T16:42:07Z
sky_city_vultures_1_vultures_2,,32,2,294,,,,9.187500,1.000000,2026-05-12T16:42:07Z
trinity_205_vultures_1_vultures_2,,57,5,416,,,,7.298246,1.000000,2026-05-12T16:42:07Z
where_they_at_vultures_1_vultures_2,,81,6,370,,,,4.567901,1.000000,2026-05-12T16:42:07Z
act_iii_on_god_remix_vultures_1_vultures_2,,14,1,106,,,,7.571429,1.000000,2026-05-12T16:42:07Z
530_vultures_1_vultures_2,,84,8,711,,,,8.464286,0.870257,2026-05-12T16:42:07Z
fried_vultures_1_vultures_2,166.0000,24,6,188,1.132530,67.951800,8.674699,7.833333,0.497354,2026-05-12T16:42:07Z
husband_vultures_1_vultures_2,,29,1,282,,,,9.724138,0.962457,2026-05-12T16:42:07Z
maybe_vultures_1_vultures_2,,13,3,99,,,,7.615385,0.336735,2026-05-12T16:42:07Z
slide_vultures_1_vultures_2,198.0000,12,1,117,0.590909,35.454540,3.636364,9.750000,0.293233,2026-05-12T16:42:07Z
time_moving_slow_vultures_1_vultures_2,,38,5,255,,,,6.710526,0.637500,2026-05-12T16:42:07Z
beauty_and_the_beast_bully_build_up_cuck_iapw_controversy,105.0000,29,8,187,1.780952,106.857120,16.571429,6.448276,,2026-05-12T16:42:07Z
god_s_in_control_bully_build_up_cuck_iapw_controversy,,86,1,769,,,,8.941860,,2026-05-12T16:42:07Z
i_can_t_wait_bully_build_up_cuck_iapw_controversy,,37,6,234,,,,6.324324,,2026-05-12T16:42:07Z
mama_s_favorite_bully_build_up_cuck_iapw_controversy,,48,3,382,,,,7.958333,,2026-05-12T16:42:07Z
mission_control_bully_build_up_cuck_iapw_controversy,,31,6,149,,,,4.806452,,2026-05-12T16:42:07Z
punch_drunk_bully_build_up_cuck_iapw_controversy,,24,3,130,,,,5.416667,,2026-05-12T16:42:07Z
this_one_here_bully_build_up_cuck_iapw_controversy,,61,9,430,,,,7.049180,,2026-05-12T16:42:07Z
welcome_to_the_jungle_bully_build_up_cuck_iapw_controversy,,33,4,230,,,,6.969697,,2026-05-12T16:42:07Z
whatever_works_bully_build_up_cuck_iapw_controversy,,38,5,297,,,,7.815789,,2026-05-12T16:42:07Z
all_the_love_bully_build_up_cuck_iapw_controversy,229.0000,36,6,238,1.039301,62.358060,9.432314,6.611111,1.000000,2026-05-12T16:42:07Z
bully_bully_build_up_cuck_iapw_controversy,,28,4,134,,,,4.785714,1.000000,2026-05-12T16:42:07Z
father_bully_build_up_cuck_iapw_controversy,169.0000,22,3,158,0.934911,56.094660,7.810651,7.181818,1.000000,2026-05-12T16:42:07Z
last_breath_bully_build_up_cuck_iapw_controversy,187.0000,27,4,152,0.812834,48.770040,8.663102,5.629630,1.000000,2026-05-12T16:42:07Z
melrose_bully_build_up_cuck_iapw_controversy,,38,8,203,,,,5.342105,1.000000,2026-05-12T16:42:07Z
white_lines_bully_build_up_cuck_iapw_controversy,,38,3,194,,,,5.105263,1.000000,2026-05-12T16:42:07Z
circles_bully_build_up_cuck_iapw_controversy,,12,5,67,,,,5.583333,,2026-05-12T16:42:07Z
damn_bully_build_up_cuck_iapw_controversy,,40,4,221,,,,5.525000,,2026-05-12T16:42:07Z
highs_and_lows_bully_build_up_cuck_iapw_controversy,,21,5,147,,,,7.000000,,2026-05-12T16:42:07Z
king_bully_build_up_cuck_iapw_controversy,,41,6,248,,,,6.048780,,2026-05-12T16:42:07Z
preacher_man_bully_build_up_cuck_iapw_controversy,181.0000,61,8,412,2.276243,136.574580,20.220994,6.754098,,2026-05-12T16:42:07Z
this_a_must_bully_build_up_cuck_iapw_controversy,,28,5,321,,,,11.464286,,2026-05-12T16:42:07Z
billie_jean_2008_kanye_west_mix_808s_heartbreak,,19,2,106,,,,5.578947,0.209901,2026-05-12T16:42:07Z
freaky_girl_edit_wyoming_sessions_ye_ksg,,37,6,335,,,,9.054054,0.717345,2026-05-12T16:42:07Z
