track_id,track_title,era_clean,era_rank,year,release_date_clean,line_index,line_text,vader_compound,vader_pos,vader_neu,vader_neg,roberta_label,roberta_pos,roberta_neu,roberta_neg,emotion_label,emotion_joy,emotion_anger,emotion_sadness,emotion_fear,emotion_disgust,emotion_surprise,emotion_neutral,entities,entity_count,persons_named
impossible_late_registration,Impossible,Late Registration,2,2006,2006-05-09,16,I done did shit on Logical,-0.5574,0.0,0.581,0.419,negative,0.0194,0.1854,0.7952,disgust,0.0017,0.41,0.0194,0.0166,0.529,0.0061,0.0172,"[[""Logical"", ""ORG""]]",1,[]
impossible_late_registration,Impossible,Late Registration,2,2006,2006-05-09,17,Maybe 'cause we did the impossible,0.0,0.0,1.0,0.0,neutral,0.2452,0.5651,0.1897,neutral,0.0339,0.0347,0.0299,0.0141,0.0201,0.0389,0.8284,[],0,[]
impossible_late_registration,Impossible,Late Registration,2,2006,2006-05-09,18,"Baby, we done did the impossible",0.0,0.0,1.0,0.0,positive,0.7793,0.2022,0.0185,neutral,0.2024,0.04,0.089,0.0085,0.0121,0.1786,0.4694,[],0,[]
grammy_family_late_registration,Grammy Family,Late Registration,2,2006,2006-06-01,0,"Oh, it can't be",0.0,0.0,1.0,0.0,neutral,0.3254,0.6307,0.0439,neutral,0.0391,0.0155,0.0691,0.008,0.0184,0.272,0.5779,[],0,[]
grammy_family_late_registration,Grammy Family,Late Registration,2,2006,2006-06-01,1,"G.O.O.D. Music, my Grammy family",0.0,0.0,1.0,0.0,positive,0.8731,0.1226,0.0042,surprise,0.32,0.0091,0.1707,0.0019,0.0029,0.4117,0.0836,"[[""G.O.O.D. Music"", ""ORG""], [""Grammy"", ""PERSON""]]",2,"[""Grammy""]"
grammy_family_late_registration,Grammy Family,Late Registration,2,2006,2006-06-01,2,Used to bump the demo up outta the Camry,0.0,0.0,1.0,0.0,neutral,0.1256,0.8216,0.0528,neutral,0.0119,0.0081,0.0109,0.0098,0.0156,0.0365,0.9071,[],0,[]
grammy_family_late_registration,Grammy Family,Late Registration,2,2006,2006-06-01,3,Now I'm hoppin' out the limo or either the Lam-b,0.0,0.0,1.0,0.0,neutral,0.1633,0.8013,0.0354,neutral,0.0536,0.0481,0.0416,0.0077,0.031,0.0344,0.7836,[],0,[]
grammy_family_late_registration,Grammy Family,Late Registration,2,2006,2006-06-01,4,But you niggas gon' get in 'til you get to Miami,-0.4767,0.0,0.763,0.237,neutral,0.1078,0.7775,0.1147,neutral,0.0803,0.2938,0.0748,0.0237,0.1465,0.0129,0.3681,"[[""Miami"", ""GPE""]]",1,[]
grammy_family_late_registration,Grammy Family,Late Registration,2,2006,2006-06-01,5,GLC gon' be stoned as Angie,0.0,0.0,1.0,0.0,neutral,0.0582,0.6335,0.3084,sadness,0.0176,0.0518,0.5953,0.0169,0.1695,0.0182,0.1307,"[[""Angie"", ""ORG""]]",1,[]
grammy_family_late_registration,Grammy Family,Late Registration,2,2006,2006-06-01,6,"I be Don C, Johnny Patron, and me",0.0,0.0,1.0,0.0,neutral,0.2776,0.6972,0.0252,neutral,0.0532,0.013,0.0109,0.0078,0.0057,0.0483,0.8611,"[[""Johnny Patron"", ""PERSON""]]",1,"[""Johnny Patron""]"
grammy_family_late_registration,Grammy Family,Late Registration,2,2006,2006-06-01,7,"It's a celebration bitches, more bottles of cham-p-aign",-0.5994,0.0,0.642,0.358,positive,0.7547,0.2187,0.0266,joy,0.8866,0.0035,0.0059,0.0005,0.0018,0.0497,0.052,[],0,[]
grammy_family_late_registration,Grammy Family,Late Registration,2,2006,2006-06-01,8,In love with the same stripper that sprung T-Pain,0.6369,0.344,0.656,0.0,neutral,0.3074,0.6236,0.069,neutral,0.2551,0.0312,0.2137,0.011,0.0434,0.1207,0.3249,[],0,[]
grammy_family_late_registration,Grammy Family,Late Registration,2,2006,2006-06-01,9,"And all this Louis Vuitton shit ain't cheap, mane",-0.5574,0.0,0.69,0.31,negative,0.0629,0.3172,0.6199,disgust,0.0047,0.1684,0.0534,0.0087,0.6555,0.0172,0.0921,"[[""Louis Vuitton"", ""ORG""]]",1,[]
grammy_family_late_registration,Grammy Family,Late Registration,2,2006,2006-06-01,10,"Dawg, I can't keep sayin'",0.0,0.0,1.0,0.0,negative,0.0816,0.4021,0.5163,surprise,0.012,0.0276,0.3829,0.0251,0.0654,0.4632,0.0239,[],0,[]
grammy_family_late_registration,Grammy Family,Late Registration,2,2006,2006-06-01,11,G.O.O.D. Music the greatest latest,0.6369,0.512,0.488,0.0,positive,0.9179,0.0751,0.0071,joy,0.5771,0.0088,0.0436,0.0024,0.0041,0.1923,0.1718,"[[""G.O.O.D. Music"", ""ORG""]]",1,[]
grammy_family_late_registration,Grammy Family,Late Registration,2,2006,2006-06-01,12,Stuntin' out the middle of nowhere like Vegas,-0.2755,0.0,0.768,0.232,neutral,0.0836,0.7686,0.1478,surprise,0.0094,0.0267,0.0169,0.0348,0.007,0.5401,0.3651,"[[""Stuntin"", ""ORG""], [""Vegas"", ""PERSON""]]",2,"[""Vegas""]"
grammy_family_late_registration,Grammy Family,Late Registration,2,2006,2006-06-01,13,"From the Chi, the city of hella haters",-0.5413,0.0,0.667,0.333,negative,0.0187,0.195,0.7863,neutral,0.0239,0.345,0.0217,0.0141,0.1973,0.0292,0.3689,"[[""Chi"", ""PERSON""]]",1,"[""Chi""]"
grammy_family_late_registration,Grammy Family,Late Registration,2,2006,2006-06-01,14,Where we keep risin' to the top like elevators,0.5106,0.381,0.619,0.0,positive,0.5671,0.4193,0.0136,neutral,0.0048,0.0101,0.013,0.0049,0.008,0.0979,0.8614,[],0,[]
grammy_family_late_registration,Grammy Family,Late Registration,2,2006,2006-06-01,15,"Hi, haters, I'm back off hiatus",-0.4939,0.0,0.61,0.39,neutral,0.3597,0.5049,0.1353,sadness,0.147,0.0096,0.5144,0.0036,0.0092,0.0871,0.2291,[],0,[]
grammy_family_late_registration,Grammy Family,Late Registration,2,2006,2006-06-01,16,"I feel just like you, I mean, even I hate us",-0.296,0.164,0.592,0.243,negative,0.0123,0.0932,0.8945,anger,0.0037,0.6253,0.0558,0.0115,0.2535,0.0045,0.0457,[],0,[]
grammy_family_late_registration,Grammy Family,Late Registration,2,2006,2006-06-01,17,"Turn the radio down, I mean every song",0.0,0.0,1.0,0.0,neutral,0.1332,0.6293,0.2374,neutral,0.0038,0.0872,0.0158,0.0548,0.1442,0.1538,0.5403,[],0,[]
grammy_family_late_registration,Grammy Family,Late Registration,2,2006,2006-06-01,18,Yeezy got a vision that's clearer than Evian,0.25,0.222,0.778,0.0,positive,0.6266,0.3469,0.0266,neutral,0.1419,0.0056,0.0141,0.0022,0.0048,0.2004,0.6311,"[[""Evian"", ""ORG""]]",1,[]
grammy_family_late_registration,Grammy Family,Late Registration,2,2006,2006-06-01,19,"Used to hit the radio, them faggots ain't let me on",-0.6369,0.0,0.704,0.296,negative,0.012,0.155,0.833,anger,0.0178,0.5618,0.0927,0.017,0.1513,0.0171,0.1422,[],0,[]
grammy_family_late_registration,Grammy Family,Late Registration,2,2006,2006-06-01,20,Until Khaled turned up the volume,0.0,0.0,1.0,0.0,neutral,0.1628,0.7971,0.0401,surprise,0.0049,0.0594,0.0355,0.05,0.1032,0.5367,0.2104,"[[""Khaled"", ""PERSON""]]",1,"[""Khaled""]"
grammy_family_late_registration,Grammy Family,Late Registration,2,2006,2006-06-01,21,"Hit the club with it, come on, homie, they wildin'",0.0,0.0,1.0,0.0,neutral,0.3153,0.6103,0.0744,anger,0.1596,0.3701,0.025,0.0277,0.0564,0.0276,0.3337,[],0,[]
grammy_family_late_registration,Grammy Family,Late Registration,2,2006,2006-06-01,22,"Nas done told you, come on, homie, we major",0.0,0.0,1.0,0.0,neutral,0.1307,0.7967,0.0726,neutral,0.0696,0.0435,0.0307,0.0128,0.0436,0.0317,0.7681,"[[""Nas"", ""PERSON""]]",1,"[""Nas""]"
grammy_family_late_registration,Grammy Family,Late Registration,2,2006,2006-06-01,23,Really Doe done told you hoes where we stayin',0.0,0.0,1.0,0.0,neutral,0.0825,0.7987,0.1188,neutral,0.0242,0.0189,0.045,0.0089,0.0111,0.3052,0.5867,[],0,[]
grammy_family_late_registration,Grammy Family,Late Registration,2,2006,2006-06-01,24,"G.O.O.D. Music up in this bitch, now quit playin'",-0.6705,0.0,0.64,0.36,neutral,0.2182,0.3986,0.3832,anger,0.0247,0.68,0.109,0.0254,0.0638,0.0512,0.0458,"[[""G.O.O.D. Music"", ""ORG""]]",1,[]
grammy_family_late_registration,Grammy Family,Late Registration,2,2006,2006-06-01,25,"Dawg, it can't be",0.0,0.0,1.0,0.0,negative,0.0374,0.1651,0.7974,surprise,0.0053,0.0319,0.0587,0.0095,0.0773,0.8033,0.014,[],0,[]
grammy_family_late_registration,Grammy Family,Late Registration,2,2006,2006-06-01,26,"G.O.O.D. Music, the Grammy family",0.0,0.0,1.0,0.0,positive,0.7724,0.2226,0.005,joy,0.3877,0.0094,0.107,0.0016,0.003,0.3092,0.1822,"[[""G.O.O.D. Music"", ""ORG""], [""Grammy"", ""PERSON""]]",2,"[""Grammy""]"
grammy_family_late_registration,Grammy Family,Late Registration,2,2006,2006-06-01,27,"A little bit a stuntin', flickin', dawg, it ain't deep",0.0,0.0,1.0,0.0,neutral,0.1786,0.6836,0.1378,surprise,0.0249,0.0311,0.2127,0.0273,0.1917,0.4376,0.0748,[],0,[]
grammy_family_late_registration,Grammy Family,Late Registration,2,2006,2006-06-01,28,I'm only tryna spend what they claim you can't keep,0.0,0.0,1.0,0.0,neutral,0.0851,0.4941,0.4208,neutral,0.0109,0.053,0.0351,0.0067,0.026,0.0266,0.8417,[],0,[]
grammy_family_late_registration,Grammy Family,Late Registration,2,2006,2006-06-01,29,"Before you die, so I make sure I",-0.3262,0.206,0.481,0.313,neutral,0.1902,0.6216,0.1883,neutral,0.0089,0.0114,0.0117,0.0156,0.0177,0.0079,0.9268,[],0,[]
grammy_family_late_registration,Grammy Family,Late Registration,2,2006,2006-06-01,30,Stay on the Chi side like Lakeshore Drive,0.3612,0.263,0.737,0.0,neutral,0.0904,0.8506,0.0589,neutral,0.0075,0.0043,0.0084,0.0045,0.0039,0.0075,0.964,"[[""Chi"", ""PERSON""]]",1,"[""Chi""]"
grammy_family_late_registration,Grammy Family,Late Registration,2,2006,2006-06-01,31,"Oh, oh, oh",0.0,0.0,1.0,0.0,positive,0.5693,0.3972,0.0336,fear,0.0164,0.0573,0.1024,0.3178,0.1969,0.0683,0.2408,[],0,[]
grammy_family_late_registration,Grammy Family,Late Registration,2,2006,2006-06-01,32,La-la-la-la-la-la (,0.0,0.0,1.0,0.0,neutral,0.0881,0.7075,0.2044,neutral,0.0799,0.0432,0.1039,0.0625,0.0163,0.0679,0.6264,[],0,[]
grammy_family_late_registration,Grammy Family,Late Registration,2,2006,2006-06-01,33,The Grammy Family,0.0,0.0,1.0,0.0,neutral,0.4553,0.4983,0.0464,neutral,0.1451,0.0137,0.2503,0.0057,0.012,0.141,0.4321,[],0,[]
grammy_family_late_registration,Grammy Family,Late Registration,2,2006,2006-06-01,34,La-la-la-la-la-la (,0.0,0.0,1.0,0.0,neutral,0.0881,0.7075,0.2044,neutral,0.0799,0.0432,0.1039,0.0625,0.0163,0.0679,0.6264,[],0,[]
grammy_family_late_registration,Grammy Family,Late Registration,2,2006,2006-06-01,35,"Uh, uh, uh",0.0,0.0,1.0,0.0,neutral,0.2949,0.6594,0.0458,fear,0.0115,0.0513,0.0838,0.3718,0.1754,0.0299,0.2762,[],0,[]
grammy_family_late_registration,Grammy Family,Late Registration,2,2006,2006-06-01,36,La-la-la-la-la-la (,0.0,0.0,1.0,0.0,neutral,0.0881,0.7075,0.2044,neutral,0.0799,0.0432,0.1039,0.0625,0.0163,0.0679,0.6264,[],0,[]
grammy_family_late_registration,Grammy Family,Late Registration,2,2006,2006-06-01,37,"Cheah, uh, uh",0.0,0.0,1.0,0.0,neutral,0.2848,0.6689,0.0463,fear,0.0179,0.0822,0.0684,0.3723,0.2294,0.0118,0.2181,[],0,[]
grammy_family_late_registration,Grammy Family,Late Registration,2,2006,2006-06-01,38,La-la-la-la-la-la-la-la (,0.0,0.0,1.0,0.0,neutral,0.0944,0.686,0.2195,neutral,0.1041,0.0532,0.1066,0.0892,0.0166,0.0694,0.5609,[],0,[]
grammy_family_late_registration,Grammy Family,Late Registration,2,2006,2006-06-01,39,"It's the Cons', fool, word",-0.4404,0.0,0.58,0.42,negative,0.0267,0.2445,0.7288,anger,0.0115,0.5339,0.0281,0.0103,0.312,0.0162,0.088,[],0,[]
grammy_family_late_registration,Grammy Family,Late Registration,2,2006,2006-06-01,40,"Oh, oh, oh (",0.0,0.0,1.0,0.0,positive,0.5093,0.4665,0.0242,disgust,0.0206,0.0791,0.0613,0.1657,0.3914,0.1633,0.1186,[],0,[]
grammy_family_late_registration,Grammy Family,Late Registration,2,2006,2006-06-01,41,The Grammy Family,0.0,0.0,1.0,0.0,neutral,0.4553,0.4983,0.0464,neutral,0.1451,0.0137,0.2503,0.0057,0.012,0.141,0.4321,[],0,[]
grammy_family_late_registration,Grammy Family,Late Registration,2,2006,2006-06-01,42,La-la-la-la-la-la,0.0,0.0,1.0,0.0,neutral,0.1486,0.6189,0.2326,neutral,0.0789,0.0585,0.0852,0.0821,0.0254,0.0868,0.5831,[],0,[]
grammy_family_late_registration,Grammy Family,Late Registration,2,2006,2006-06-01,43,La-la-la-la-la-la,0.0,0.0,1.0,0.0,neutral,0.1486,0.6189,0.2326,neutral,0.0789,0.0585,0.0852,0.0821,0.0254,0.0868,0.5831,[],0,[]
grammy_family_late_registration,Grammy Family,Late Registration,2,2006,2006-06-01,44,La-la-la-la-la-la,0.0,0.0,1.0,0.0,neutral,0.1486,0.6189,0.2326,neutral,0.0789,0.0585,0.0852,0.0821,0.0254,0.0868,0.5831,[],0,[]
grammy_family_late_registration,Grammy Family,Late Registration,2,2006,2006-06-01,45,La-la-la-la-la-la-la-la,0.0,0.0,1.0,0.0,neutral,0.147,0.6137,0.2393,neutral,0.0951,0.0655,0.0947,0.0969,0.0239,0.0936,0.5304,[],0,[]
barry_bonds_graduation,Barry Bonds,Graduation,3,2007,2007-07-01,0,"It's what you all been waiting for, ain't it?",0.0,0.0,1.0,0.0,positive,0.612,0.339,0.049,neutral,0.0296,0.1815,0.0125,0.0116,0.0682,0.1583,0.5383,[],0,[]
barry_bonds_graduation,Barry Bonds,Graduation,3,2007,2007-07-01,1,"What people pay paper for, damn it",-0.4767,0.0,0.549,0.451,negative,0.0154,0.1249,0.8597,anger,0.0018,0.8183,0.0073,0.0027,0.1426,0.0114,0.0159,[],0,[]
barry_bonds_graduation,Barry Bonds,Graduation,3,2007,2007-07-01,2,"They can't stand it, they want something new",0.0772,0.157,0.843,0.0,negative,0.0194,0.1892,0.7914,anger,0.005,0.8198,0.0089,0.0059,0.0888,0.0202,0.0513,[],0,[]
barry_bonds_graduation,Barry Bonds,Graduation,3,2007,2007-07-01,3,"So let's get reacquainted, became the hood favorite",0.4588,0.3,0.7,0.0,positive,0.5526,0.4321,0.0153,neutral,0.1737,0.0059,0.0098,0.0015,0.0062,0.0212,0.7816,[],0,[]
barry_bonds_graduation,Barry Bonds,Graduation,3,2007,2007-07-01,4,"I can't even explain it, I surprise myself, too",0.2732,0.208,0.792,0.0,positive,0.9357,0.0466,0.0177,surprise,0.0038,0.0059,0.0018,0.0016,0.0021,0.979,0.0058,[],0,[]
barry_bonds_graduation,Barry Bonds,Graduation,3,2007,2007-07-01,5,"Life of a Don, lights keep glowin'",0.0,0.0,1.0,0.0,positive,0.6336,0.3446,0.0218,neutral,0.2217,0.0228,0.117,0.0043,0.0135,0.039,0.5816,"[[""Don"", ""PERSON""]]",1,"[""Don""]"
barry_bonds_graduation,Barry Bonds,Graduation,3,2007,2007-07-01,6,Comin' in the club wit' that fresh shit on,-0.3182,0.178,0.543,0.279,neutral,0.2836,0.6984,0.018,disgust,0.0235,0.1958,0.0211,0.0205,0.6103,0.0148,0.114,[],0,[]
barry_bonds_graduation,Barry Bonds,Graduation,3,2007,2007-07-01,7,"Wit' somethin' crazy on my arm,",-0.34,0.0,0.676,0.324,neutral,0.0516,0.5934,0.355,anger,0.0066,0.4605,0.0201,0.0244,0.4203,0.0427,0.0254,[],0,[]
barry_bonds_graduation,Barry Bonds,Graduation,3,2007,2007-07-01,8,uh-huh-hum,0.0,0.0,1.0,0.0,neutral,0.1995,0.6773,0.1232,surprise,0.0813,0.1479,0.1905,0.0926,0.0843,0.245,0.1584,[],0,[]
barry_bonds_graduation,Barry Bonds,Graduation,3,2007,2007-07-01,9,"And here's another hit, Barry Bonds",0.0,0.0,1.0,0.0,positive,0.6892,0.3025,0.0082,joy,0.4958,0.0112,0.0104,0.0014,0.0036,0.1476,0.33,"[[""Barry Bonds"", ""PERSON""]]",1,"[""Barry Bonds""]"
barry_bonds_graduation,Barry Bonds,Graduation,3,2007,2007-07-01,10,"We outta here, baby",0.0,0.0,1.0,0.0,neutral,0.1986,0.7866,0.0148,neutral,0.1858,0.2109,0.1586,0.0204,0.0952,0.1164,0.2127,[],0,[]
barry_bonds_graduation,Barry Bonds,Graduation,3,2007,2007-07-01,11,"We outta here, baby",0.0,0.0,1.0,0.0,neutral,0.1986,0.7866,0.0148,neutral,0.1858,0.2109,0.1586,0.0204,0.0952,0.1164,0.2127,[],0,[]
barry_bonds_graduation,Barry Bonds,Graduation,3,2007,2007-07-01,12,"We outta here, baby",0.0,0.0,1.0,0.0,neutral,0.1986,0.7866,0.0148,neutral,0.1858,0.2109,0.1586,0.0204,0.0952,0.1164,0.2127,[],0,[]
barry_bonds_graduation,Barry Bonds,Graduation,3,2007,2007-07-01,13,"Dude, fresh off the plane—こんにちは, bitches",-0.3818,0.225,0.392,0.382,negative,0.0655,0.4311,0.5035,disgust,0.0334,0.1363,0.0572,0.0395,0.4619,0.06,0.2118,[],0,[]
barry_bonds_graduation,Barry Bonds,Graduation,3,2007,2007-07-01,14,"Turn around another plane, my passport on pivot",0.0,0.0,1.0,0.0,neutral,0.1248,0.8176,0.0576,neutral,0.0055,0.0453,0.0145,0.2127,0.0127,0.2597,0.4496,[],0,[]
barry_bonds_graduation,Barry Bonds,Graduation,3,2007,2007-07-01,15,"Ask for it, I did it—that asshole done did it",0.0,0.0,1.0,0.0,negative,0.0217,0.1611,0.8172,anger,0.0044,0.8902,0.013,0.0124,0.0433,0.0087,0.028,[],0,[]
barry_bonds_graduation,Barry Bonds,Graduation,3,2007,2007-07-01,16,"Talked it, then he lived it,",0.0,0.0,1.0,0.0,neutral,0.2156,0.7486,0.0358,neutral,0.007,0.0308,0.0033,0.0025,0.0213,0.0205,0.9147,[],0,[]
barry_bonds_graduation,Barry Bonds,Graduation,3,2007,2007-07-01,17,"spit it, then he shit it",-0.5574,0.0,0.581,0.419,negative,0.0318,0.3735,0.5948,anger,0.0043,0.521,0.0131,0.0093,0.3823,0.0427,0.0272,[],0,[]
barry_bonds_graduation,Barry Bonds,Graduation,3,2007,2007-07-01,18,"I don't need writers, I might bounce ideas",0.0,0.0,1.0,0.0,neutral,0.2086,0.6777,0.1137,neutral,0.0203,0.0081,0.0051,0.0038,0.0114,0.0094,0.9418,[],0,[]
barry_bonds_graduation,Barry Bonds,Graduation,3,2007,2007-07-01,19,But only I could come up with some shit like this,-0.3919,0.19,0.525,0.286,negative,0.1124,0.3216,0.566,disgust,0.0047,0.1653,0.015,0.0122,0.3275,0.1558,0.3194,[],0,[]
barry_bonds_graduation,Barry Bonds,Graduation,3,2007,2007-07-01,20,I done played the underdog my whole career,0.34,0.255,0.745,0.0,negative,0.0945,0.4255,0.48,neutral,0.228,0.0734,0.0946,0.103,0.0187,0.0175,0.4648,[],0,[]
barry_bonds_graduation,Barry Bonds,Graduation,3,2007,2007-07-01,21,"I've been a very good sport, haven't I, this year?",0.4927,0.262,0.738,0.0,positive,0.9705,0.0251,0.0045,neutral,0.1098,0.0261,0.0191,0.0091,0.0287,0.044,0.7633,[],0,[]
barry_bonds_graduation,Barry Bonds,Graduation,3,2007,2007-07-01,22,"They say, ""He goin' crazy and we seen this before""",-0.34,0.0,0.789,0.211,neutral,0.1738,0.7138,0.1124,disgust,0.0268,0.2949,0.0301,0.0656,0.347,0.0803,0.1553,[],0,[]
barry_bonds_graduation,Barry Bonds,Graduation,3,2007,2007-07-01,23,But I'm doing pretty good as far as geniuses go,0.8462,0.505,0.495,0.0,positive,0.924,0.0654,0.0106,joy,0.4834,0.0088,0.0207,0.0033,0.0117,0.0153,0.4567,[],0,[]
barry_bonds_graduation,Barry Bonds,Graduation,3,2007,2007-07-01,24,And I'm doing pretty hood in my pink polo,0.4939,0.286,0.714,0.0,positive,0.8953,0.0995,0.0051,neutral,0.2707,0.0067,0.0174,0.0011,0.0077,0.0675,0.6288,[],0,[]
barry_bonds_graduation,Barry Bonds,Graduation,3,2007,2007-07-01,25,"Nigga, please, how you gon' say I ain't no Lo-head?",0.4919,0.344,0.656,0.0,negative,0.0214,0.2475,0.7311,disgust,0.0174,0.376,0.0643,0.0527,0.3775,0.0521,0.0599,[],0,[]
barry_bonds_graduation,Barry Bonds,Graduation,3,2007,2007-07-01,26,'Cause my Dior got me more model head?,0.0,0.0,1.0,0.0,neutral,0.4406,0.5292,0.0302,neutral,0.0719,0.0725,0.0208,0.0085,0.0333,0.343,0.45,[],0,[]
barry_bonds_graduation,Barry Bonds,Graduation,3,2007,2007-07-01,27,"I'm insulted,",-0.5106,0.0,0.233,0.767,neutral,0.3725,0.5591,0.0683,fear,0.0145,0.182,0.043,0.5358,0.0297,0.052,0.143,[],0,[]
barry_bonds_graduation,Barry Bonds,Graduation,3,2007,2007-07-01,28,you should go 'head,0.0,0.0,1.0,0.0,neutral,0.3108,0.6141,0.075,anger,0.0339,0.3827,0.0524,0.2372,0.0255,0.0274,0.2409,[],0,[]
barry_bonds_graduation,Barry Bonds,Graduation,3,2007,2007-07-01,29,And bow so hard 'til your knees hit your forehead,-0.2183,0.0,0.828,0.172,neutral,0.2571,0.6161,0.1268,anger,0.0026,0.6518,0.0502,0.104,0.0323,0.0093,0.1498,[],0,[]
barry_bonds_graduation,Barry Bonds,Graduation,3,2007,2007-07-01,30,And the flow just hit code red,0.0,0.0,1.0,0.0,neutral,0.1417,0.7177,0.1406,neutral,0.0038,0.0187,0.0049,0.0011,0.0082,0.0974,0.8659,[],0,[]
barry_bonds_graduation,Barry Bonds,Graduation,3,2007,2007-07-01,31,"Top five MCs, you ain't gotta remind me",0.2023,0.205,0.795,0.0,positive,0.5358,0.4132,0.0511,neutral,0.0373,0.0358,0.0685,0.0114,0.0537,0.1168,0.6766,[],0,[]
barry_bonds_graduation,Barry Bonds,Graduation,3,2007,2007-07-01,32,"Top five MCs, you gotta rewind me",0.2023,0.231,0.769,0.0,neutral,0.459,0.4807,0.0603,neutral,0.0064,0.0976,0.0911,0.0221,0.1807,0.0471,0.555,[],0,[]
barry_bonds_graduation,Barry Bonds,Graduation,3,2007,2007-07-01,33,"I'm high up on the line, you could get behind me",0.0,0.0,1.0,0.0,positive,0.5392,0.4334,0.0274,fear,0.0105,0.0582,0.0203,0.4981,0.0215,0.0407,0.3509,[],0,[]
barry_bonds_graduation,Barry Bonds,Graduation,3,2007,2007-07-01,34,"But my head's so big, you can't sit behind me (Sit behind me)",0.0,0.0,1.0,0.0,neutral,0.2303,0.5531,0.2166,surprise,0.0083,0.0986,0.1482,0.1424,0.1746,0.3283,0.0995,[],0,[]
barry_bonds_graduation,Barry Bonds,Graduation,3,2007,2007-07-01,35,"Life of a Don, lights keep glowin'",0.0,0.0,1.0,0.0,positive,0.6336,0.3446,0.0218,neutral,0.2217,0.0228,0.117,0.0043,0.0135,0.039,0.5816,"[[""Don"", ""PERSON""]]",1,"[""Don""]"
barry_bonds_graduation,Barry Bonds,Graduation,3,2007,2007-07-01,36,Comin' in the club wit' that fresh shit on,-0.3182,0.178,0.543,0.279,neutral,0.2836,0.6984,0.018,disgust,0.0235,0.1958,0.0211,0.0205,0.6103,0.0148,0.114,[],0,[]
barry_bonds_graduation,Barry Bonds,Graduation,3,2007,2007-07-01,37,"Wit' somethin' crazy on my arm,",-0.34,0.0,0.676,0.324,neutral,0.0516,0.5934,0.355,anger,0.0066,0.4605,0.0201,0.0244,0.4203,0.0427,0.0254,[],0,[]
barry_bonds_graduation,Barry Bonds,Graduation,3,2007,2007-07-01,38,uh-huh-hum,0.0,0.0,1.0,0.0,neutral,0.1995,0.6773,0.1232,surprise,0.0813,0.1479,0.1905,0.0926,0.0843,0.245,0.1584,[],0,[]
barry_bonds_graduation,Barry Bonds,Graduation,3,2007,2007-07-01,39,"And here's another hit, Barry Bonds",0.0,0.0,1.0,0.0,positive,0.6892,0.3025,0.0082,joy,0.4958,0.0112,0.0104,0.0014,0.0036,0.1476,0.33,"[[""Barry Bonds"", ""PERSON""]]",1,"[""Barry Bonds""]"
barry_bonds_graduation,Barry Bonds,Graduation,3,2007,2007-07-01,40,"We outta here, baby",0.0,0.0,1.0,0.0,neutral,0.1986,0.7866,0.0148,neutral,0.1858,0.2109,0.1586,0.0204,0.0952,0.1164,0.2127,[],0,[]
barry_bonds_graduation,Barry Bonds,Graduation,3,2007,2007-07-01,41,"We outta here, baby",0.0,0.0,1.0,0.0,neutral,0.1986,0.7866,0.0148,neutral,0.1858,0.2109,0.1586,0.0204,0.0952,0.1164,0.2127,[],0,[]
barry_bonds_graduation,Barry Bonds,Graduation,3,2007,2007-07-01,42,"We outta here, baby",0.0,0.0,1.0,0.0,neutral,0.1986,0.7866,0.0148,neutral,0.1858,0.2109,0.1586,0.0204,0.0952,0.1164,0.2127,[],0,[]
barry_bonds_graduation,Barry Bonds,Graduation,3,2007,2007-07-01,43,"Swag at a hundred and climbin', baby, yeah",0.296,0.239,0.761,0.0,neutral,0.4598,0.518,0.0222,neutral,0.1295,0.0558,0.0192,0.0115,0.1252,0.0273,0.6315,[],0,[]
barry_bonds_graduation,Barry Bonds,Graduation,3,2007,2007-07-01,44,"Life of a Don, lights keep glowin'",0.0,0.0,1.0,0.0,positive,0.6336,0.3446,0.0218,neutral,0.2217,0.0228,0.117,0.0043,0.0135,0.039,0.5816,"[[""Don"", ""PERSON""]]",1,"[""Don""]"
barry_bonds_graduation,Barry Bonds,Graduation,3,2007,2007-07-01,45,Comin' in the club wit' that fresh shit on,-0.3182,0.178,0.543,0.279,neutral,0.2836,0.6984,0.018,disgust,0.0235,0.1958,0.0211,0.0205,0.6103,0.0148,0.114,[],0,[]
barry_bonds_graduation,Barry Bonds,Graduation,3,2007,2007-07-01,46,"Wit' somethin' crazy on my arm,",-0.34,0.0,0.676,0.324,neutral,0.0516,0.5934,0.355,anger,0.0066,0.4605,0.0201,0.0244,0.4203,0.0427,0.0254,[],0,[]
barry_bonds_graduation,Barry Bonds,Graduation,3,2007,2007-07-01,47,uh-huh-hum,0.0,0.0,1.0,0.0,neutral,0.1995,0.6773,0.1232,surprise,0.0813,0.1479,0.1905,0.0926,0.0843,0.245,0.1584,[],0,[]
barry_bonds_graduation,Barry Bonds,Graduation,3,2007,2007-07-01,48,"And here's another hit, Barry Bonds",0.0,0.0,1.0,0.0,positive,0.6892,0.3025,0.0082,joy,0.4958,0.0112,0.0104,0.0014,0.0036,0.1476,0.33,"[[""Barry Bonds"", ""PERSON""]]",1,"[""Barry Bonds""]"
because_of_you_remix_graduation,Because of You (Remix),Graduation,3,2007,2007-07-01,0,"Yeezy, Ne-Yo, the remix ayo",0.0,0.0,1.0,0.0,neutral,0.2604,0.7317,0.0079,joy,0.6966,0.0047,0.0211,0.0017,0.0038,0.1006,0.1716,"[[""Ne-Yo"", ""PERSON""]]",1,"[""Ne-Yo""]"
